outcome_rank,outcome_category,outcome_normalized,start_year,trial_count
93,Symptoms/Pain,CHANGE IN BPI SCORE,2019,13
94,Immunogenicity,NUMBER OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2019,15
95,Remission/Cure,COMPLETE REMISSION,2019,11
96,Imaging Outcomes,CHANGE IN BONE MINERAL DENSITY,2019,10
97,Quality of Life/PRO,CHANGE IN EORTC QLQ-C30 SCORE,2019,15
98,Biomarkers/Lab Values,PERCENTAGE OF PARTICIPANTS WITH LABORATORY ABNORMALITIES,2019,15
99,Biomarkers/Lab Values,CHANGE IN AST,2019,17
100,Mental Health Outcomes,CHANGE IN PANSS SCORE,2019,6
101,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE LIMITING TOXICITIES,2019,13
102,Adverse Events/Safety,GRADE 3 OR HIGHER ADVERSE EVENTS,2019,9
103,Vital Signs/Physical Measures,SYSTOLIC BLOOD PRESSURE,2019,11
104,Treatment Adherence,PERCENTAGE OF PARTICIPANTS COMPLETING TREATMENT,2019,18
105,Mental Health Outcomes,CHANGE IN MMSE SCORE,2019,9
106,Pharmacokinetics,MEAN RESIDENCE TIME,2019,11
107,Biomarkers/Lab Values,CHANGE IN PLATELET COUNT,2019,12
108,Response Rates,COMPLETE RESPONSE,2019,7
109,Dose-Finding,RECOMMENDED PHASE 2 DOSE,2019,11
110,Immunogenicity,IMMUNE RESPONSE RATE,2019,6
111,Pharmacokinetics,RENAL CLEARANCE,2019,19
112,Biomarkers/Lab Values,PERCENT CHANGE IN LDL CHOLESTEROL,2019,3
113,Treatment Adherence,COMPLIANCE RATE,2019,5
114,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DOSE-LIMITING TOXICITIES,2019,13
115,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN FEV1,2019,3
116,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH UNSOLICITED ADVERSE EVENTS,2019,12
117,Remission/Cure,CLINICAL REMISSION,2019,13
118,Response Rates,RESPONDER RATE,2019,13
119,Quality of Life/PRO,FATIGUE,2019,15
120,Functional Status,6-MINUTE WALK DISTANCE,2019,10
121,Pharmacokinetics,MAXIMUM SERUM CONCENTRATION,2019,12
122,Response Rates,PATHOLOGICAL COMPLETE RESPONSE,2019,11
123,Vital Signs/Physical Measures,DIASTOLIC BLOOD PRESSURE,2019,8
124,Adverse Events/Safety,INJECTION SITE REACTIONS,2019,15
125,Pharmacokinetics,MAXIMUM OBSERVED SERUM CONCENTRATION,2019,8
126,Symptoms/Pain,PAIN SCORE,2019,13
127,Hospitalization/Healthcare Use,HOSPITAL LENGTH OF STAY,2019,10
128,Biomarkers/Lab Values,CHANGE IN WHITE BLOOD CELL COUNT,2019,12
129,Response Rates,PASI 90 RESPONSE,2019,19
130,Symptoms/Pain,CHANGE IN WOMAC PAIN SCORE,2019,8
131,Mortality,30-DAY MORTALITY,2019,3
132,Imaging Outcomes,CHANGE IN EJECTION FRACTION,2019,5
133,Biomarkers/Lab Values,CHANGE IN ALBUMIN,2019,17
134,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH SERIOUS ADVERSE EVENTS,2019,15
135,Vital Signs/Physical Measures,CHANGE IN TEMPERATURE,2019,15
136,Adverse Events/Safety,TOTAL ADVERSE EVENTS SUMMARY,2019,7
137,Pharmacokinetics,TIME TO MAXIMUM PLASMA CONCENTRATION,2019,13
138,Mental Health Outcomes,SUICIDAL IDEATION ASSESSMENT,2019,11
139,Mental Health Outcomes,CHANGE IN HAM-A SCORE,2019,7
140,Disease Activity Scores,CHANGE IN CDAI SCORE,2019,12
141,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BLOOD PRESSURE,2019,11
142,Mental Health Outcomes,CHANGE IN MOCA SCORE,2019,14
143,Mental Health Outcomes,CHANGE IN ADAS-COG SCORE,2019,4
144,Adverse Events/Safety,INCIDENCE OF TREATMENT-EMERGENT ADVERSE EVENTS,2019,16
145,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ABNORMAL ECG FINDINGS,2019,6
146,Immunogenicity,GEOMETRIC MEAN TITERS,2019,4
147,Quality of Life/PRO,CHANGE IN SGRQ SCORE,2019,6
148,Pharmacokinetics,APPARENT CLEARANCE,2019,8
149,Survival/Time-to-Event,1-YEAR SURVIVAL RATE,2019,6
150,Response Rates,BEST OVERALL RESPONSE RATE,2019,5
151,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOCRIT,2019,14
152,Biomarkers/Lab Values,CHANGE IN BILIRUBIN,2019,13
153,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND NON-SERIOUS ADVERSE EVENTS,2019,4
154,Hospitalization/Healthcare Use,HOSPITALIZATION RATE,2019,10
155,Adverse Events/Safety,NUMBER OF PATIENTS WITH ADVERSE EVENTS,2019,4
156,Mental Health Outcomes,CHANGE IN YMRS SCORE,2019,3
157,Pharmacokinetics,APPARENT TERMINAL HALF-LIFE,2019,11
158,Biomarkers/Lab Values,PERCENT CHANGE IN TOTAL CHOLESTEROL,2019,3
159,Pharmacokinetics,TROUGH PLASMA CONCENTRATION,2019,11
160,Adverse Events/Safety,NUMBER OF SERIOUS ADVERSE EVENTS,2019,6
161,Adverse Events/Safety,DOSE-LIMITING TOXICITY,2019,5
162,Immunogenicity,GEOMETRIC MEAN TITER,2019,5
163,Microbiological/Virological,VIRAL SUPPRESSION RATE,2019,8
164,Biomarkers/Lab Values,PERCENT CHANGE IN HDL CHOLESTEROL,2019,3
165,Treatment Adherence,RETENTION RATE,2019,9
166,Biomarkers/Lab Values,CHANGE IN FERRITIN,2019,9
168,Survival/Time-to-Event,TIME TO NEXT TREATMENT,2019,12
169,Mortality,CARDIOVASCULAR MORTALITY,2019,3
170,Response Rates,EASI 75 RESPONSE,2019,21
171,Pharmacokinetics,ELIMINATION HALF-LIFE,2019,11
172,Response Rates,PARTIAL RESPONSE RATE,2019,4
173,Vital Signs/Physical Measures,CHANGE IN PULSE RATE,2019,6
174,Mental Health Outcomes,DEPRESSION RESPONSE RATE,2019,3
175,Biomarkers/Lab Values,CHANGE IN ESR,2019,2
176,Symptoms/Pain,CHANGE IN PRURITUS SCORE,2019,11
177,Survival/Time-to-Event,MEDIAN PROGRESSION FREE SURVIVAL,2019,2
178,Pharmacokinetics,TOTAL BODY CLEARANCE,2019,8
179,Pharmacokinetics,APPARENT ORAL CLEARANCE,2019,6
180,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN TROUGH FEV1,2019,3
181,Vital Signs/Physical Measures,CHANGE IN FEV1,2019,2
182,Response Rates,CLINICAL RESPONSE RATE,2019,5
183,Biomarkers/Lab Values,PERCENT CHANGE IN TRIGLYCERIDES,2019,3
184,Pharmacokinetics,VOLUME OF DISTRIBUTION AT STEADY STATE,2019,9
185,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN PULSE RATE,2019,14
186,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT LABORATORY ABNORMALITIES,2019,12
187,Biomarkers/Lab Values,CHANGE IN NT-PROBNP,2019,4
188,Disease Activity Scores,CHANGE IN UPDRS SCORE,2019,3
189,Adverse Events/Safety,NUMBER OF TREATMENT-EMERGENT ADVERSE EVENTS,2019,16
190,Biomarkers/Lab Values,PERCENT CHANGE IN APOLIPOPROTEIN B,2019,2
191,Biomarkers/Lab Values,NUMBER OF PARTICIPANTS WITH LABORATORY TEST ABNORMALITIES,2019,2
193,Symptoms/Pain,OPIOID CONSUMPTION,2019,13
194,Hospitalization/Healthcare Use,TIME TO HOSPITAL DISCHARGE,2019,8
195,Vital Signs/Physical Measures,HEART RATE,2019,7
196,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN RESPIRATORY RATE,2019,15
197,Survival/Time-to-Event,RELAPSE-FREE SURVIVAL,2019,5
198,Response Rates,PERCENTAGE OF PARTICIPANTS WITH VIROLOGIC FAILURE,2019,1
199,Quality of Life/PRO,CHANGE IN EQ-5D-5L SCORE,2019,7
200,Survival/Time-to-Event,OVERALL SURVIVAL RATE,2019,8
201,Response Rates,PATHOLOGIC COMPLETE RESPONSE,2019,4
202,Quality of Life/PRO,TREATMENT SATISFACTION,2019,10
203,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY ADVERSE EVENTS,2019,7
204,Biomarkers/Lab Values,MINIMAL RESIDUAL DISEASE NEGATIVITY,2019,8
205,Imaging Outcomes,CHANGE IN TUMOR SIZE,2019,3
206,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH SERIOUS AND/OR NON-SERIOUS ADVERSE EVENTS,2019,15
207,Symptoms/Pain,VAS PAIN SCORE,2019,9
208,Quality of Life/PRO,CHANGE IN EQ-5D VAS SCORE,2019,2
209,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS LEADING TO DISCONTINUATION,2019,4
210,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH DRUG-RELATED ADVERSE EVENTS,2019,7
211,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ECG ABNORMALITIES,2019,2
212,Biomarkers/Lab Values,CHANGE IN C-REACTIVE PROTEIN,2019,4
213,Mental Health Outcomes,CHANGE IN HADS SCORE,2019,10
214,Mental Health Outcomes,CHANGE FROM BASELINE IN CGI-S SCORE,2019,8
215,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC BLOOD PRESSURE,2019,11
216,Quality of Life/PRO,CHANGE IN FATIGUE SCORE,2019,8
217,Response Rates,CLINICAL RESPONSE,2019,3
218,Survival/Time-to-Event,TIME TO PSA PROGRESSION,2019,9
219,Pharmacokinetics,ELIMINATION RATE CONSTANT,2019,11
220,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS OF SPECIAL INTEREST,2019,8
221,Pharmacokinetics,PEAK PLASMA CONCENTRATION,2019,7
222,Symptoms/Pain,NAUSEA,2019,4
223,Biomarkers/Lab Values,CHANGE IN ABSOLUTE NEUTROPHIL COUNT,2019,4
224,Biomarkers/Lab Values,CHANGE FROM BASELINE IN HEMATOLOGY PARAMETERS,2019,15
225,Biomarkers/Lab Values,CHANGE IN HEMATOCRIT,2019,15
226,Mortality,TREATMENT-RELATED MORTALITY,2019,6
227,Survival/Time-to-Event,RECURRENCE-FREE SURVIVAL,2019,8
228,Pharmacokinetics,AUCTAU,2019,7
229,Functional Status,CHANGE IN EDSS SCORE,2019,8
230,Biomarkers/Lab Values,CHANGE IN HSCRP,2019,8
231,Response Rates,TUMOR RESPONSE RATE,2019,2
232,Response Rates,PASI 50 RESPONSE,2019,5
233,Adverse Events/Safety,PROCEDURAL SUCCESS,2019,7
234,Quality of Life/PRO,CHANGE IN KCCQ SCORE,2019,7
235,Quality of Life/PRO,SLEEP EFFICIENCY,2019,5
236,Survival/Time-to-Event,TIME TO RELAPSE,2019,4
237,Pharmacokinetics,MINIMUM PLASMA CONCENTRATION,2019,7
238,Symptoms/Pain,PRURITUS SCORE,2019,6
239,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGES IN VITAL SIGNS,2019,6
240,Immunogenicity,SERORESPONSE RATE,2019,2
241,Mental Health Outcomes,CHANGE IN CGI-S SCORE,2019,4
242,Adverse Events/Safety,FREQUENCY OF ADVERSE EVENTS,2019,7
243,Vital Signs/Physical Measures,PERCENT CHANGE IN BODY WEIGHT,2019,5
244,Remission/Cure,DEPRESSION REMISSION RATE,2019,5
245,Disease Control,STABLE DISEASE RATE,2019,8
246,Vital Signs/Physical Measures,BODY MASS INDEX,2019,11
247,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN DIASTOLIC BLOOD PRESSURE,2019,10
248,Disease Activity Scores,CHANGE IN SDAI SCORE,2019,2
249,Symptoms/Pain,DYSPNEA SCORE,2019,3
250,Microbiological/Virological,MICROBIOLOGICAL ERADICATION,2019,6
251,Survival/Time-to-Event,TIME TO TUMOR PROGRESSION,2019,1
252,Pharmacokinetics,APPARENT CLEARANCE (CL/F),2019,6
253,Biomarkers/Lab Values,CHANGE IN FASTING INSULIN,2019,7
254,Mental Health Outcomes,CHANGE IN PHQ-8 SCORE,2019,8
255,Adverse Events/Safety,ADVERSE EVENTS LEADING TO DISCONTINUATION,2019,4
256,Mortality,ALL COLLECTED DEATHS,2019,8
257,Pharmacokinetics,AUC∞,2019,10
258,Biomarkers/Lab Values,CHANGE IN FASTING GLUCOSE,2019,3
259,Vital Signs/Physical Measures,FORCED EXPIRATORY VOLUME IN 1 SECOND (FEV1),2019,2
260,Quality of Life/PRO,PARTICIPANT SATISFACTION,2019,5
261,Response Rates,PASI 100 RESPONSE,2019,7
262,Biomarkers/Lab Values,CHANGE IN INR,2019,4
263,Vital Signs/Physical Measures,INTRAOCULAR PRESSURE,2019,4
264,Biomarkers/Lab Values,CHANGE IN HOMA-IR,2019,6
265,Adverse Events/Safety,INCIDENCE OF SERIOUS ADVERSE EVENTS,2019,2
266,Mortality,NUMBER OF PARTICIPANTS WHO DIED,2019,1
268,Quality of Life/PRO,TOTAL SLEEP TIME,2019,5
269,Response Rates,TUMOR RESPONSE,2019,3
270,Hospitalization/Healthcare Use,LENGTH OF STAY,2019,2
271,Pharmacokinetics,MAXIMUM OBSERVED PLASMA CONCENTRATION,2019,2
272,Mental Health Outcomes,CHANGE IN CES-D SCORE,2019,8
274,Survival/Time-to-Event,DURATION OF OBJECTIVE RESPONSE,2019,2
275,Hospitalization/Healthcare Use,ICU ADMISSION RATE,2019,1
276,Hospitalization/Healthcare Use,ICU LENGTH OF STAY,2019,6
277,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT CHANGE IN VITAL SIGNS,2019,6
278,Immunogenicity,NUMBER OF PARTICIPANTS WITH POSITIVE ANTI-DRUG ANTIBODIES,2019,9
280,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF IMPROVEMENT,2019,1
281,Vital Signs/Physical Measures,FORCED VITAL CAPACITY,2019,3
282,Biomarkers/Lab Values,LABORATORY VALUES SUMMARY,2019,7
283,Mortality,NON-RELAPSE MORTALITY,2019,4
284,Functional Status,VISUAL ACUITY,2019,3
285,Mental Health Outcomes,CHANGE IN BDI-II SCORE,2019,6
286,Mental Health Outcomes,PERCEIVED STRESS SCORE,2019,5
287,Response Rates,TARGET LESION RESPONSE,2019,2
288,Disease Activity Scores,ANNUALIZED RELAPSE RATE,2019,4
289,Mental Health Outcomes,CHANGE IN ANXIETY SCORE,2019,11
290,Biomarkers/Lab Values,CHANGE IN PSA,2019,2
291,Response Rates,COMPLETE REMISSION RATE,2019,4
292,Remission/Cure,ENDOSCOPIC REMISSION,2019,10
293,Survival/Time-to-Event,PROGRESSION-FREE SURVIVAL RATE,2019,4
294,Hospitalization/Healthcare Use,READMISSION RATE,2019,1
295,Disease Control,ANNUAL EXACERBATION RATE,2019,4
296,Disease Control,CLINICAL SUCCESS,2019,4
297,Remission/Cure,CURE RATE,2019,3
298,Pharmacokinetics,AUC0-LAST,2019,7
299,Functional Status,CHANGE IN VISUAL ACUITY,2019,2
300,Hospitalization/Healthcare Use,EMERGENCY ROOM VISITS,2019,4
301,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN,2019,3
304,Biomarkers/Lab Values,CHANGE IN TOTAL BILIRUBIN,2019,9
305,Disease Control,DURATION OF STABLE DISEASE,2019,2
306,Mortality,MORTALITY,2019,1
307,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT SERIOUS ADVERSE EVENTS,2019,4
308,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL-C,2019,2
309,Mortality,PERCENTAGE OF PARTICIPANTS WHO DIED,2019,1
310,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN ECG PARAMETERS,2019,4
311,Treatment Adherence,MEDICATION ADHERENCE,2019,8
312,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS AND SERIOUS ADVERSE EVENTS,2019,4
313,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH GRADE 3 OR HIGHER ADVERSE EVENTS,2019,3
314,Disease Control,TECHNICAL SUCCESS,2019,6
315,Disease Activity Scores,CHANGE IN BASDAI SCORE,2019,4
316,Functional Status,CHANGE IN ECOG PERFORMANCE STATUS,2019,10
317,Remission/Cure,CLINICAL CURE RATE,2019,3
318,Biomarkers/Lab Values,INSULIN SENSITIVITY,2019,2
319,Treatment Adherence,NUMBER OF PARTICIPANTS COMPLETING TREATMENT,2019,10
320,Adverse Events/Safety,TOTAL SERIOUS ADVERSE EVENTS SUMMARY,2019,6
321,Symptoms/Pain,CHANGE IN DYSPNEA SCORE,2019,3
322,Biomarkers/Lab Values,CHANGE IN SERUM CREATININE,2019,2
323,Quality of Life/PRO,CHANGE IN SF-12 SCORE,2019,2
324,Mental Health Outcomes,CLINICIAN GLOBAL IMPRESSION,2019,2
325,Functional Status,CHANGE IN PHYSICAL ACTIVITY,2019,6
326,Quality of Life/PRO,CLIENT SATISFACTION,2019,12
327,Other Clinical Endpoints,DEVICE SUCCESS,2019,1
329,Biomarkers/Lab Values,PERCENT CHANGE IN LDL-C,2019,2
330,Vital Signs/Physical Measures,RESPIRATORY RATE,2019,8
331,Mortality,90-DAY MORTALITY,2019,4
333,Symptoms/Pain,AVERAGE PAIN SCORE,2019,7
334,Vital Signs/Physical Measures,MEAN CHANGE IN BLOOD PRESSURE,2019,1
335,Response Rates,PSA RESPONSE RATE,2019,7
336,Pharmacokinetics,STEADY-STATE CONCENTRATION,2019,2
337,Pharmacokinetics,SYSTEMIC CLEARANCE,2019,4
339,Pharmacokinetics,APPARENT TERMINAL ELIMINATION HALF-LIFE,2019,8
340,Biomarkers/Lab Values,CHANGE FROM BASELINE IN ERYTHROCYTES,2019,12
341,Mortality,NUMBER OF DEATHS,2019,1
342,Quality of Life/PRO,CHANGE IN EQ-5D-5L VAS SCORE,2019,8
343,Quality of Life/PRO,CHANGE IN FACIT-FATIGUE SCORE,2019,7
344,Response Rates,MEDIAN DURATION OF RESPONSE,2019,3
345,Adverse Events/Safety,NUMBER OF PARTICIPANTS WHO DISCONTINUED STUDY TREATMENT DUE TO AN AE,2019,4
346,Vital Signs/Physical Measures,NUMBER OF PARTICIPANTS WITH ABNORMAL VITAL SIGNS,2019,7
347,Adverse Events/Safety,NUMBER OF TREATMENT EMERGENT ADVERSE EVENTS,2019,5
348,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,2019,5
349,Quality of Life/PRO,PITTSBURGH SLEEP QUALITY INDEX SCORE,2019,7
350,Response Rates,PROSTATE-SPECIFIC ANTIGEN RESPONSE,2019,1
351,Adverse Events/Safety,ESTIMATED BLOOD LOSS,2019,5
353,Mental Health Outcomes,CLINICAL GLOBAL IMPRESSION - IMPROVEMENT,2019,4
354,Adverse Events/Safety,NUMBER OF PARTICIPANTS REPORTING ONE OR MORE TREATMENT-EMERGENT ADVERSE EVENTS,2019,6
356,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT ECG ABNORMALITIES,2019,8
357,Quality of Life/PRO,PATIENT GLOBAL IMPRESSION OF SEVERITY,2019,5
358,Biomarkers/Lab Values,PERCENT CHANGE IN NON-HDL CHOLESTEROL,2019,1
359,Pharmacokinetics,AUCINF,2019,1
360,Mental Health Outcomes,BECK DEPRESSION INVENTORY SCORE,2019,3
362,Functional Status,CHANGE IN BEST CORRECTED VISUAL ACUITY,2019,5
363,Adverse Events/Safety,NUMBER OF SUBJECTS WITH ANY UNSOLICITED ADVERSE EVENTS,2019,1
364,Disease Activity Scores,PERCENT CHANGE IN EASI SCORE,2019,6
365,Immunogenicity,PERCENTAGE OF PARTICIPANTS WITH ANTI-DRUG ANTIBODIES,2019,5
366,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN HEART RATE,2019,8
367,Vital Signs/Physical Measures,CHANGE IN BODY TEMPERATURE,2019,4
368,Mental Health Outcomes,CHANGE IN PERCEIVED STRESS SCORE,2019,11
369,Quality of Life/PRO,CLINICIAN GLOBAL IMPRESSION OF CHANGE,2019,3
370,Mental Health Outcomes,DEPRESSIVE SYMPTOMS,2019,6
371,Adverse Events/Safety,INCIDENCE OF TREATMENT EMERGENT ADVERSE EVENTS,2019,3
372,Adverse Events/Safety,TOTAL OPIOID CONSUMPTION,2019,11
373,Quality of Life/PRO,ACCEPTABILITY OF INTERVENTION,2019,8
374,Biomarkers/Lab Values,CHANGE FROM BASELINE IN CLINICAL CHEMISTRY PARAMETERS,2019,6
375,Vital Signs/Physical Measures,CHANGE IN INTRAOCULAR PRESSURE,2019,3
376,Vital Signs/Physical Measures,CHANGES IN FORCED VITAL CAPACITY,2019,1
377,Imaging Outcomes,LEFT VENTRICULAR EJECTION FRACTION,2019,3
378,Vital Signs/Physical Measures,MEAN ARTERIAL PRESSURE,2019,1
379,Vital Signs/Physical Measures,MEAN CHANGE IN HEART RATE,2019,1
381,Hospitalization/Healthcare Use,PROCEDURE TIME,2019,6
382,Other Clinical Endpoints,RECRUITMENT RATE,2019,10
383,Pharmacokinetics,AUC0-TZ,2019,3
384,Quality of Life/PRO,CHANGE IN SLEEP QUALITY SCORE,2019,5
386,Microbiological/Virological,PERCENTAGE OF PARTICIPANTS WITH HCV RNA < LLOQ,2019,1
387,Survival/Time-to-Event,TIME TO FIRST EXACERBATION,2019,6
388,Adverse Events/Safety,TREATMENT DISCONTINUATION RATE,2019,2
390,Quality of Life/PRO,CHANGE IN HEALTH-RELATED QUALITY OF LIFE SCORE,2019,4
391,Hospitalization/Healthcare Use,DURATION OF HOSPITAL STAY,2019,4
393,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH TREATMENT RELATED ADVERSE EVENTS,2019,2
394,Hospitalization/Healthcare Use,OPERATIVE TIME,2019,1
395,Quality of Life/PRO,SLEEP QUALITY SCORE,2019,3
396,Survival/Time-to-Event,2-YEAR SURVIVAL RATE,2019,1
397,Vital Signs/Physical Measures,CHANGE IN RESPIRATORY RATE,2019,4
398,Quality of Life/PRO,CHANGE IN TREATMENT SATISFACTION SCORE,2019,1
399,Symptoms/Pain,CHANGE IN WOMAC STIFFNESS SCORE,2019,1
400,Hospitalization/Healthcare Use,DURATION OF MECHANICAL VENTILATION,2019,2
401,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ANY TREATMENT-EMERGENT ADVERSE EVENT,2019,6
402,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICAL LABORATORY ABNORMALITIES,2019,3
403,Symptoms/Pain,PAIN INTENSITY,2019,4
404,Pharmacokinetics,AUC(0-T),2019,2
405,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BODY TEMPERATURE,2019,7
406,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN SYSTOLIC AND DIASTOLIC BLOOD PRESSURE,2019,3
407,Biomarkers/Lab Values,CHANGE IN ALBUMIN AND TOTAL PROTEIN,2019,1
408,Biomarkers/Lab Values,CHANGE IN INSULIN SENSITIVITY,2019,1
409,Mental Health Outcomes,CHANGE IN SELF-EFFICACY SCORE,2019,9
410,Symptoms/Pain,INSOMNIA SEVERITY INDEX,2019,6
411,Functional Status,MEAN CHANGE IN BEST CORRECTED VISUAL ACUITY,2019,2
412,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH CLINICALLY SIGNIFICANT ECG CHANGES,2019,1
413,Response Rates,PATHOLOGIC COMPLETE RESPONSE RATE,2019,2
414,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS REPORTING LOCAL REACTIONS,2019,1
415,Mortality,TRANSPLANT-RELATED MORTALITY,2019,1
416,Vital Signs/Physical Measures,VITAL SIGNS SUMMARY,2019,1
418,Mental Health Outcomes,CHANGE IN DEPRESSION SCORE,2019,9
419,Quality of Life/PRO,CLINICAL GLOBAL IMPRESSION OF CHANGE,2019,1
420,Immunogenicity,GEOMETRIC MEAN TITER OF ANTIBODIES,2019,3
421,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH ADVERSE DRUG REACTIONS,2019,6
423,Response Rates,PERCENTAGE OF PARTICIPANTS WITH CLINICAL RESPONSE,2019,6
424,Immunogenicity,SEROPOSITIVITY RATE,2019,4
426,Pharmacokinetics,APPARENT TOTAL BODY CLEARANCE,2019,5
428,Vital Signs/Physical Measures,CHANGE IN FORCED VITAL CAPACITY,2019,2
429,Mental Health Outcomes,DEPRESSION SCORE,2019,4
430,Disease Activity Scores,PERCENT CHANGE IN PASI SCORE,2019,6
431,Biomarkers/Lab Values,CHANGE IN BILIRUBIN AND CREATININE,2019,6
432,Symptoms/Pain,CHANGE IN INSOMNIA SEVERITY INDEX SCORE,2019,5
433,Functional Status,GRIP STRENGTH,2019,3
434,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS EXPERIENCING TREATMENT-EMERGENT ADVERSE EVENTS,2019,1
435,Biomarkers/Lab Values,CHANGE IN ALKALINE PHOSPHATASE,2019,4
436,Hospitalization/Healthcare Use,LENGTH OF ICU STAY,2019,2
437,Response Rates,NUMBER OF RESPONDERS,2019,1
440,Pharmacokinetics,TIME OF MAXIMUM CONCENTRATION,2019,5
441,Functional Status,TIMED UP AND GO TEST,2019,5
443,Biomarkers/Lab Values,CHANGE FROM BASELINE IN RED BLOOD CELL COUNT,2019,1
444,Disease Activity Scores,CHANGE IN SWOLLEN JOINT COUNT,2019,2
445,Response Rates,CONFIRMED RESPONSE RATE,2019,1
446,Imaging Outcomes,MRI LESION COUNT,2019,2
447,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH NON-SERIOUS ADVERSE EVENTS,2019,3
448,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS REPORTING SYSTEMIC EVENTS,2019,1
449,Mortality,28-DAY MORTALITY,2019,2
450,Pharmacokinetics,APPARENT VOLUME OF DISTRIBUTION (VZ/F),2019,6
451,Remission/Cure,CLINICAL CURE,2019,5
452,Survival/Time-to-Event,DURATION OF COMPLETE RESPONSE,2019,2
453,Biomarkers/Lab Values,MEAN CHANGE IN HEMOGLOBIN A1C,2019,2
454,Symptoms/Pain,PAIN INTERFERENCE SCORE,2019,4
455,Remission/Cure,PERCENTAGE OF PARTICIPANTS ACHIEVING CLINICAL REMISSION,2019,2
458,Adverse Events/Safety,ANNUALIZED BLEEDING RATE,2019,3
459,Functional Status,CHANGE FROM BASELINE IN BCVA,2019,6
460,Vital Signs/Physical Measures,CHANGE FROM BASELINE IN BODY WEIGHT,2019,2
462,Response Rates,CONFIRMED OBJECTIVE RESPONSE RATE,2019,8
463,Adverse Events/Safety,DRUG-RELATED ADVERSE EVENTS,2019,4
464,Adverse Events/Safety,NUMBER OF PARTICIPANTS WITH INJECTION SITE REACTIONS,2019,1
465,Adverse Events/Safety,OCCURRENCE OF ADVERSE EVENTS,2019,1
466,Adverse Events/Safety,PERCENTAGE OF PARTICIPANTS WITH SYSTEMIC EVENTS,2019,3
467,Quality of Life/PRO,SLEEP DISTURBANCE SCORE,2019,6
468,Quality of Life/PRO,ABSOLUTE CHANGE IN CFQ-R RESPIRATORY DOMAIN SCORE,2019,4
469,Symptoms/Pain,APNEA-HYPOPNEA INDEX,2019,2
470,Response Rates,EULAR RESPONSE RATE,2019,1
471,Vital Signs/Physical Measures,MEAN HEART RATE,2019,3
472,Response Rates,PERCENTAGE OF PARTICIPANTS WITH RELAPSE,2019,3
473,Pharmacokinetics,TERMINAL PHASE ELIMINATION HALF-LIFE,2019,1
474,Response Rates,TREATMENT SUCCESS,2019,2
475,Functional Status,ACTIVITIES OF DAILY LIVING,2019,5
